SELL_ID,SELL_CATEGORY,ITEM_NAME,CALENDAR_DATE,PRICE,QUANTITY,YEAR,HOLIDAY,IS_WEEKEND,IS_SCHOOLBREAK,AVERAGE_TEMPERATURE,IS_OUTDOOR
1070,0,BURGER,11/14/12,15.0,88,2012,No Holiday,0,0,44.6,1
1070,0,BURGER,11/14/13,14.0,104,2013,No Holiday,0,0,37.4,1
1070,0,BURGER,11/14/14,15.5,88,2014,No Holiday,0,0,44.6,1
1070,0,BURGER,11/15/12,15.0,86,2012,No Holiday,0,0,44.6,1
1070,0,BURGER,11/15/13,14.0,96,2013,No Holiday,0,0,39.2,1
1070,0,BURGER,11/15/14,15.5,62,2014,No Holiday,1,0,48.2,1
1070,0,BURGER,11/16/12,15.0,86,2012,No Holiday,0,0,46.4,1
1070,0,BURGER,11/16/13,14.0,70,2013,No Holiday,1,0,39.2,1
1070,0,BURGER,11/16/14,15.5,62,2014,No Holiday,1,0,42.8,1
1070,0,BURGER,11/17/12,15.0,62,2012,No Holiday,1,0,41.0,1
1070,0,BURGER,11/17/13,14.0,72,2013,No Holiday,1,0,39.2,1
1070,0,BURGER,11/17/14,15.5,88,2014,No Holiday,0,0,39.2,1
1070,0,BURGER,11/18/12,15.0,66,2012,No Holiday,1,0,44.6,1
1070,0,BURGER,11/18/13,14.0,100,2013,No Holiday,0,0,42.8,1
1070,0,BURGER,11/18/14,15.5,82,2014,No Holiday,0,0,39.2,1
1070,0,BURGER,11/19/12,15.0,92,2012,No Holiday,0,0,37.4,1
1070,0,BURGER,11/19/13,14.0,98,2013,No Holiday,0,0,39.2,1
1070,0,BURGER,11/19/14,15.5,86,2014,No Holiday,0,0,39.2,1
1070,0,BURGER,11/20/12,15.0,92,2012,No Holiday,0,0,37.4,1
1070,0,BURGER,11/20/13,14.0,104,2013,No Holiday,0,0,39.2,1
1070,0,BURGER,11/20/14,15.5,84,2014,No Holiday,0,0,39.2,1
1070,0,BURGER,11/21/12,15.0,86,2012,No Holiday,0,0,41.0,1
1070,0,BURGER,11/21/13,14.0,104,2013,No Holiday,0,0,41.0,1
1070,0,BURGER,11/21/14,15.5,84,2014,No Holiday,0,0,39.2,1
1070,0,BURGER,11/22/12,15.0,94,2012,No Holiday,0,0,39.2,1
1070,0,BURGER,11/22/13,14.0,98,2013,No Holiday,0,0,35.6,1
1070,0,BURGER,11/22/14,15.5,56,2014,No Holiday,1,0,41.0,1
1070,0,BURGER,11/23/12,15.0,90,2012,No Holiday,0,0,33.8,1
1070,0,BURGER,11/23/13,14.0,64,2013,No Holiday,1,0,32.0,1
1070,0,BURGER,11/23/14,15.5,58,2014,No Holiday,1,0,44.6,1
1070,0,BURGER,11/24/12,15.0,64,2012,No Holiday,1,0,35.6,1
1070,0,BURGER,11/24/13,14.0,72,2013,No Holiday,1,0,35.6,1
1070,0,BURGER,11/24/14,15.5,90,2014,No Holiday,0,0,39.2,1
1070,0,BURGER,11/25/12,15.0,66,2012,No Holiday,1,0,37.4,1
1070,0,BURGER,11/25/13,14.0,104,2013,No Holiday,0,0,37.4,1
1070,0,BURGER,11/25/14,15.5,82,2014,No Holiday,0,0,35.6,1
1070,0,BURGER,11/26/12,15.0,86,2012,No Holiday,0,0,39.2,1
1070,0,BURGER,11/26/13,14.0,96,2013,No Holiday,0,0,33.8,1
1070,0,BURGER,11/26/14,15.5,88,2014,No Holiday,0,0,33.8,1
1070,0,BURGER,11/27/12,15.0,90,2012,No Holiday,0,0,37.4,1
1070,0,BURGER,11/27/13,14.0,102,2013,No Holiday,0,0,35.6,1
1070,0,BURGER,11/27/14,15.5,88,2014,No Holiday,0,0,28.4,1
1070,0,BURGER,11/28/12,15.0,94,2012,No Holiday,0,0,35.6,1
1070,0,BURGER,11/28/13,14.0,124,2013,No Holiday,0,0,32.0,0
1070,0,BURGER,11/28/14,15.5,86,2014,No Holiday,0,0,33.8,1
1070,0,BURGER,11/29/12,15.0,92,2012,No Holiday,0,0,32.0,1
1070,0,BURGER,11/29/13,14.0,98,2013,No Holiday,0,0,32.0,1
1070,0,BURGER,11/29/14,15.5,58,2014,No Holiday,1,0,41.0,1
1070,0,BURGER,11/30/12,15.0,90,2012,No Holiday,0,0,32.0,1
1070,0,BURGER,11/30/13,14.0,78,2013,No Holiday,1,0,28.4,0
1070,0,BURGER,11/30/14,15.5,60,2014,No Holiday,1,0,37.4,1
1070,0,BURGER,12/10/12,15.0,92,2012,No Holiday,0,0,32.0,1
1070,0,BURGER,12/10/13,14.0,116,2013,No Holiday,0,0,24.8,0
1070,0,BURGER,12/10/14,15.5,86,2014,No Holiday,0,0,33.8,1
1070,0,BURGER,12/11/12,15.0,86,2012,No Holiday,0,0,33.8,1
1070,0,BURGER,12/11/13,14.0,122,2013,No Holiday,0,0,26.6,0
1070,0,BURGER,12/11/14,15.5,82,2014,No Holiday,0,0,33.8,1
1070,0,BURGER,12/12/12,15.0,90,2012,No Holiday,0,0,35.6,1
1070,0,BURGER,12/12/13,14.0,98,2013,No Holiday,0,0,30.2,1
1070,0,BURGER,12/12/14,15.5,102,2014,No Holiday,0,0,30.2,0
1070,0,BURGER,12/13/12,15.0,90,2012,No Holiday,0,0,32.0,1
1070,0,BURGER,12/13/13,14.0,104,2013,No Holiday,0,0,30.2,1
1070,0,BURGER,12/13/14,15.5,60,2014,No Holiday,1,0,32.0,1
1070,0,BURGER,12/14/12,15.0,106,2012,No Holiday,0,0,28.4,0
1070,0,BURGER,12/14/13,14.0,64,2013,No Holiday,1,0,30.2,1
1070,0,BURGER,12/14/14,15.5,68,2014,No Holiday,1,0,32.0,0
1070,0,BURGER,12/15/12,15.0,78,2012,No Holiday,1,0,24.8,0
1070,0,BURGER,12/15/13,14.0,66,2013,No Holiday,1,0,32.0,1
1070,0,BURGER,12/15/14,15.5,82,2014,No Holiday,0,0,32.0,1
1070,0,BURGER,12/16/12,15.0,74,2012,No Holiday,1,0,26.6,0
1070,0,BURGER,12/16/13,14.0,102,2013,No Holiday,0,0,32.0,1
1070,0,BURGER,12/16/14,14.0,98,2014,No Holiday,0,0,30.2,1
1070,0,BURGER,12/17/12,15.0,110,2012,No Holiday,0,0,26.6,0
1070,0,BURGER,12/17/13,14.0,116,2013,No Holiday,0,0,23.0,0
1070,0,BURGER,12/17/14,14.0,124,2014,No Holiday,0,0,28.4,0
1070,0,BURGER,12/18/12,15.0,110,2012,No Holiday,0,0,28.4,0
1070,0,BURGER,12/18/13,14.0,118,2013,No Holiday,0,0,26.6,0
1070,0,BURGER,12/18/14,14.0,116,2014,No Holiday,0,0,28.4,0
1070,0,BURGER,12/19/12,15.0,86,2012,No Holiday,0,0,30.2,1
1070,0,BURGER,12/19/13,14.0,124,2013,No Holiday,0,0,26.6,0
1070,0,BURGER,12/19/14,14.0,122,2014,No Holiday,0,0,26.6,0
1070,0,BURGER,12/20/12,15.0,94,2012,No Holiday,0,0,30.2,1
1070,0,BURGER,12/20/13,14.0,102,2013,No Holiday,0,0,26.6,1
1070,0,BURGER,12/20/14,14.0,78,2014,No Holiday,1,0,28.4,0
1070,0,BURGER,12/21/12,15.0,110,2012,No Holiday,0,0,28.4,0
1070,0,BURGER,12/21/13,15.5,72,2013,No Holiday,1,0,24.8,0
1070,0,BURGER,12/21/14,14.0,84,2014,No Holiday,1,0,28.4,0
1070,0,BURGER,12/22/12,15.0,78,2012,No Holiday,1,0,28.4,0
1070,0,BURGER,12/22/13,15.5,60,2013,No Holiday,1,0,32.0,1
1070,0,BURGER,12/22/14,14.0,116,2014,No Holiday,0,0,30.2,0
1070,0,BURGER,12/23/12,15.0,58,2012,No Holiday,1,0,30.2,1
1070,0,BURGER,12/23/13,15.5,102,2013,No Holiday,0,0,14.0,0
1070,0,BURGER,12/23/14,14.0,122,2014,No Holiday,0,0,30.2,0
1070,0,BURGER,12/24/12,15.0,110,2012,No Holiday,0,0,30.2,0
1070,0,BURGER,12/24/13,15.5,108,2013,No Holiday,0,0,21.2,0
1070,0,BURGER,12/24/14,14.0,116,2014,No Holiday,0,0,30.2,0
1070,0,BURGER,12/25/12,15.0,112,2012,No Holiday,0,0,30.2,0
1070,0,BURGER,12/25/13,15.5,108,2013,No Holiday,0,0,21.2,0
1070,0,BURGER,12/25/14,14.0,100,2014,No Holiday,0,0,32.0,1
1070,0,BURGER,12/26/12,15.0,90,2012,No Holiday,0,0,30.2,1
1070,0,BURGER,12/26/13,15.5,104,2013,No Holiday,0,0,21.2,0
1070,0,BURGER,12/26/14,14.0,120,2014,No Holiday,0,0,26.6,0
1070,0,BURGER,12/27/12,15.5,88,2012,No Holiday,0,0,30.2,1
1070,0,BURGER,12/27/13,15.5,108,2013,No Holiday,0,0,21.2,0
1070,0,BURGER,12/27/14,14.0,82,2014,No Holiday,1,0,28.4,0
1070,0,BURGER,12/28/12,15.5,108,2012,No Holiday,0,0,30.2,0
1070,0,BURGER,12/28/13,15.5,68,2013,No Holiday,1,0,21.2,0
1070,0,BURGER,12/28/14,14.0,80,2014,No Holiday,1,0,28.4,0
1070,0,BURGER,12/29/12,15.5,58,2012,No Holiday,1,0,26.6,1
1070,0,BURGER,12/29/13,15.5,68,2013,No Holiday,1,0,21.2,0
1070,0,BURGER,12/29/14,14.0,120,2014,No Holiday,0,0,32.0,0
1070,0,BURGER,12/30/12,15.5,62,2012,No Holiday,1,0,28.4,1
1070,0,BURGER,12/30/13,15.5,106,2013,No Holiday,0,0,21.2,0
1070,0,BURGER,12/30/14,14.0,96,2014,No Holiday,0,0,33.8,1
1070,0,BURGER,12/31/12,15.5,102,2012,No Holiday,0,0,30.2,0
1070,0,BURGER,12/31/13,15.5,104,2013,No Holiday,0,0,21.2,0
1070,0,BURGER,12/31/14,14.0,96,2014,No Holiday,0,0,35.6,1
1070,0,BURGER,2/13/12,15.5,90,2012,No Holiday,0,0,32.0,1
1070,0,BURGER,2/13/13,15.5,86,2013,No Holiday,0,0,33.8,1
1070,0,BURGER,2/13/14,15.5,64,2014,Luner New Year,0,1,33.8,1
1070,0,BURGER,2/13/15,14.0,124,2015,No Holiday,0,1,26.6,0
1070,0,BURGER,2/14/12,15.5,82,2012,No Holiday,0,0,32.0,1
1070,0,BURGER,2/14/13,15.5,106,2013,No Holiday,0,0,30.2,0
1070,0,BURGER,2/14/14,15.5,76,2014,Luner New Year,0,1,30.2,0
1070,0,BURGER,2/14/15,14.0,64,2015,No Holiday,1,1,30.2,1
1070,0,BURGER,2/15/12,15.5,86,2012,No Holiday,0,0,32.0,1
1070,0,BURGER,2/15/13,15.5,84,2013,No Holiday,0,0,32.0,1
1070,0,BURGER,2/15/14,15.5,54,2014,Luner New Year,1,1,30.2,0
1070,0,BURGER,2/15/15,14.0,68,2015,No Holiday,1,1,32.0,1
1070,0,BURGER,2/16/12,15.5,86,2012,No Holiday,0,0,32.0,1
1070,0,BURGER,2/16/13,15.5,72,2013,No Holiday,1,0,28.4,0
1070,0,BURGER,2/16/14,15.5,62,2014,No Holiday,1,1,32.0,1
1070,0,BURGER,2/16/15,14.0,102,2015,No Holiday,0,1,32.0,1
1070,0,BURGER,2/17/12,15.5,84,2012,No Holiday,0,0,32.0,1
1070,0,BURGER,2/17/13,15.5,74,2013,No Holiday,1,0,28.4,0
1070,0,BURGER,2/17/14,15.5,84,2014,No Holiday,0,1,33.8,1
1070,0,BURGER,2/17/15,14.0,96,2015,No Holiday,0,0,32.0,1
1070,0,BURGER,2/18/12,15.5,62,2012,No Holiday,1,0,32.0,1
1070,0,BURGER,2/18/13,15.5,100,2013,No Holiday,0,0,30.2,0
1070,0,BURGER,2/18/14,15.5,100,2014,No Holiday,0,1,28.4,0
1070,0,BURGER,2/18/15,14.0,102,2015,No Holiday,0,0,30.2,1
1070,0,BURGER,2/19/12,15.5,60,2012,No Holiday,1,0,37.4,1
1070,0,BURGER,2/19/13,15.5,86,2013,No Holiday,0,0,32.0,1
1070,0,BURGER,2/19/14,15.5,100,2014,No Holiday,0,1,28.4,0
1070,0,BURGER,2/19/15,14.0,100,2015,No Holiday,0,0,32.0,1
1070,0,BURGER,2/20/12,15.5,88,2012,No Holiday,0,0,37.4,1
1070,0,BURGER,2/20/13,15.5,86,2013,No Holiday,0,0,35.6,1
1070,0,BURGER,2/20/14,15.5,108,2014,No Holiday,0,0,30.2,0
1070,0,BURGER,2/20/15,14.0,102,2015,No Holiday,0,0,32.0,1
1070,0,BURGER,2/21/12,15.5,90,2012,No Holiday,0,0,39.2,1
1070,0,BURGER,2/21/13,15.5,88,2013,No Holiday,0,0,33.8,1
1070,0,BURGER,2/21/14,15.5,86,2014,No Holiday,0,0,33.8,1
1070,0,BURGER,2/21/15,14.0,70,2015,No Holiday,1,0,32.0,1
1070,0,BURGER,2/22/12,15.5,90,2012,No Holiday,0,0,39.2,1
1070,0,BURGER,2/22/13,15.5,84,2013,No Holiday,0,0,35.6,1
1070,0,BURGER,2/22/14,15.5,56,2014,No Holiday,1,0,33.8,1
1070,0,BURGER,2/22/15,14.0,70,2015,No Holiday,1,0,35.6,1
1070,0,BURGER,2/23/12,15.5,88,2012,No Holiday,0,0,42.8,1
1070,0,BURGER,2/23/13,15.5,60,2013,No Holiday,1,0,33.8,1
1070,0,BURGER,2/23/14,15.5,56,2014,No Holiday,1,0,37.4,1
1070,0,BURGER,2/23/15,14.0,96,2015,No Holiday,0,0,33.8,1
1070,0,BURGER,2/24/12,15.5,82,2012,No Holiday,0,0,39.2,1
1070,0,BURGER,2/24/13,15.5,56,2013,No Holiday,1,0,32.0,1
1070,0,BURGER,2/24/14,15.5,82,2014,No Holiday,0,0,33.8,1
1070,0,BURGER,2/24/15,14.0,104,2015,No Holiday,0,0,39.2,1
1070,0,BURGER,2/25/12,15.5,62,2012,No Holiday,1,0,37.4,1
1070,0,BURGER,2/25/13,15.5,82,2013,No Holiday,0,0,32.0,1
1070,0,BURGER,2/25/14,15.5,84,2014,No Holiday,0,0,28.4,1
1070,0,BURGER,2/25/15,14.0,96,2015,No Holiday,0,0,41.0,1
1070,0,BURGER,2/26/12,15.5,60,2012,No Holiday,1,0,32.0,1
1070,0,BURGER,2/26/13,15.5,90,2013,No Holiday,0,0,32.0,1
1070,0,BURGER,2/26/14,15.5,90,2014,No Holiday,0,0,37.4,1
1070,0,BURGER,2/26/15,14.0,96,2015,No Holiday,0,0,41.0,1
1070,0,BURGER,2/27/12,15.5,82,2012,No Holiday,0,0,30.2,1
1070,0,BURGER,2/27/13,15.5,90,2013,No Holiday,0,0,35.6,1
1070,0,BURGER,2/27/14,15.5,86,2014,No Holiday,0,0,42.8,1
1070,0,BURGER,2/27/15,14.0,100,2015,No Holiday,0,0,37.4,1
1070,0,BURGER,2/28/12,15.5,86,2012,No Holiday,0,0,33.8,1
1070,0,BURGER,2/28/13,15.5,84,2013,No Holiday,0,0,35.6,1
1070,0,BURGER,2/28/14,15.5,86,2014,No Holiday,0,0,41.0,1
1070,0,BURGER,2/28/15,14.0,66,2015,No Holiday,1,0,33.8,1
